,price,location,baths,bedrooms,Total_Area
5067,42.0,Shaheen Town,2,2,1361.255
5069,145.0,B-17,6,4,2178.008
5070,99.0,B-17,4,3,1361.255
5072,130.0,B-17,7,5,2178.008
5073,95.0,B-17,4,3,1361.255
5074,104.0,B-17,5,4,1361.255
5075,625.0,Bahria Town,6,5,76230.0
5076,145.0,B-17,7,5,2178.008
5077,62.0,Ghauri Town,2,2,1361.255
5078,425.0,DHA Defence,6,6,5445.0
5079,70.0,DHA Defence,3,3,2178.008
5080,95.0,CBR Town,3,4,1905.757
5081,825.0,E-11,7,5,5445.0
5082,475.0,DHA Defence,7,6,5445.0
5083,150.0,Chatha Bakhtawar,6,5,1905.757
5084,590.0,G-13,6,4,5445.0
5085,260.0,G-6,5,5,1905.757
5086,154.0,B-17,6,4,2178.008
5087,130.0,Bani Gala,2,2,2722.51
5088,75.0,DHA Defence,3,3,2178.008
5089,60.0,DHA Defence,3,3,2178.008
5090,35.0,DHA Defence,2,2,1361.255
5091,235.0,G-11,5,5,1361.255
5120,70.0,Islamabad - Murree Expressway,3,2,1905.757
5121,70.0,Alipur Farash,6,4,1361.255
5122,170.0,Soan Garden,6,6,2722.51
5123,122.0,CBR Town,2,2,25319.343
5124,95.0,I-13,5,5,1361.255
5125,305.0,Bahria Town,6,5,2722.51
5128,135.0,Soan Garden,6,4,1633.506
5130,78.0,Soan Garden,5,3,1361.255
5131,60.0,H-13,3,3,1633.506
5133,125.0,Bani Gala,2,2,2722.51
5134,340.0,G-11,5,5,2178.008
5139,95.0,Golra Mor,6,4,1361.255
5140,50.0,DHA Defence,2,2,1361.255
5141,425.0,E-11,6,5,27769.602
5142,155.0,Soan Garden,6,6,5445.0
5143,250.0,G-6,3,5,1905.757
5144,65.0,Sarai Kharbuza,4,4,3267.012
5145,140.0,G-13,5,4,11706.793
5146,350.0,G-9,2,4,2722.51
5148,37.0,Ali Pur,2,3,1089.004
5150,90.0,Ghauri Town,5,5,1089.004
5151,90.0,Bahria Town,4,4,1361.255
5153,225.0,G-8,4,4,18240.817
5154,470.0,DHA Defence,8,7,5445.0
5155,130.0,FECHS,5,4,2178.008
5157,55.0,Jhang Syedan,4,3,1361.255
5158,660.0,F-11,6,6,4356.016
5204,72.0,D-17,3,3,1089.004
5205,430.0,Bani Gala,8,6,98010.0
5206,285.0,DHA Defence,4,4,2722.51
5207,500.0,Bahria Town,5,5,5445.0
5208,270.0,DHA Defence,5,5,2722.51
5209,35.0,DHA Defence,2,2,1361.255
5210,450.0,DHA Defence,6,5,5445.0
5211,50.0,DHA Defence,2,2,1361.255
5212,130.0,Royal Avenue,6,4,1361.255
5213,30.0,Motorway Chowk,2,3,6806.275
5214,290.0,G-10,5,4,29675.359
5215,350.0,Bani Gala,8,7,59895.0
5216,165.0,G-13,5,4,1361.255
5217,245.0,Bahria Town,5,4,2722.51
5218,115.0,Ghauri Town,4,5,1633.506
5220,160.0,Park Road,4,4,14973.804999999998
5221,100.0,Pakistan Town,3,2,1905.757
5222,560.0,I-8,6,6,33759.124
5223,168.0,B-17,4,4,2178.008
5224,470.0,DHA Defence,8,7,5445.0
5225,600.0,I-8,6,6,38659.642
5226,70.0,Motorway Chowk,6,5,1089.004
5227,170.0,Soan Garden,6,6,2722.51
5228,550.0,I-8,9,9,2994.7609999999995
5229,165.0,Soan Garden,6,6,27497.351
5230,75.0,Ghauri Town,4,4,11979.043999999998
5231,62.0,Ghauri Town,3,2,1361.255
5232,62.0,Ghauri Town,3,2,1361.255
5233,62.0,Ghauri Town,3,2,1361.255
5234,62.0,Ghauri Town,3,2,1361.255
5235,62.0,Ghauri Town,3,2,1361.255
5236,145.0,B-17,7,5,2178.008
5237,130.0,B-17,7,5,2178.008
5238,85.0,Pakistan Town,3,2,1361.255
5269,290.0,National Police Foundation O-9,8,6,5445.0
5270,192.0,Bahria Town,5,5,2178.008
5271,185.0,G-11,4,4,1361.255
5272,85.0,Ghauri Town,6,5,1361.255
5273,175.0,Soan Garden,8,6,5445.0
5274,450.0,DHA Defence,10,6,5445.0
5275,130.0,G-13,4,4,1361.255
5276,24.0,DHA Defence,2,2,1361.255
5277,300.0,G-15,5,5,4083.765
5278,375.0,G-11,4,5,2178.008
5282,470.0,DHA Defence,8,7,5445.0
5283,225.0,I-10,5,5,1361.255
5284,165.0,B-17,5,4,2178.008
5285,155.0,G-13,3,3,1361.255
5286,60.0,DHA Defence,3,3,2178.008
5287,78.0,Ghauri Town,5,4,1361.255
5290,140.0,CBR Town,6,5,1905.757
5348,180.0,Bahria Town,5,5,2722.51
5349,120.0,Ghauri Town,2,4,1361.255
5350,150.0,DHA Defence,4,3,2722.51
5351,250.0,PWD Housing Scheme,6,6,3811.514
5353,180.0,Bani Gala,6,5,53905.698
5356,130.0,Bhara kahu,6,7,2722.51
5357,165.0,DHA Defence,4,5,1361.255
5358,61.0,Ghauri Town,3,2,1361.255
5359,98.0,Ghauri Town,3,4,1905.757
5360,240.0,Bahria Town,5,4,2722.51
5361,2500.0,F-10,6,5,16335.0
5362,170.0,Bahria Town,4,4,1361.255
5363,140.0,G-13,5,4,1089.004
5364,135.0,G-13,5,4,1089.004
5365,140.0,G-13,5,4,1089.004
5366,135.0,G-13,5,4,1089.004
5367,270.0,E-11,4,4,1633.506
5368,3000.0,F-7,9,9,10890.0
5369,220.0,G-9,4,4,1633.506
5370,124.0,Bhara kahu,4,4,2722.51
5371,150.0,CBR Town,6,5,1905.757
5372,60.0,Kuri Road,4,4,1089.004
5373,145.0,Bhara kahu,5,4,5445.0
5392,750.0,F-10,6,5,5445.0
5394,265.0,G-13,6,5,2178.008
5396,750.0,F-10,4,4,5445.0
5397,750.0,F-10,5,5,5445.0
5398,60.0,Rawal Town,2,2,816.7529999999999
5400,135.0,B-17,3,3,1361.255
5401,45.0,Khanna Pul,2,2,1089.004
5402,450.0,DHA Defence,6,5,5445.0
5406,350.0,D-12,5,4,2178.008
5413,750.0,F-11,7,7,70785.0
5441,88.0,Ghauri Town,5,4,15246.056
5442,145.0,Emaar Canyon Views,3,3,3811.514
5444,110.0,Swan Garden,5,5,2178.008
5445,145.0,B-17,6,4,2178.008
5446,1485.0,F-10,10,9,70785.0
5447,140.0,Soan Garden,6,4,1905.757
5449,30.5,DHA Defence,4,4,1361.255
5454,78.0,Ghauri Town,4,4,1361.255
5457,308.0,G-11,6,5,2178.008
5458,66.0,DHA Defence,3,3,2178.008
5459,550.0,Bahria Town,7,6,5445.0
5460,33.0,DHA Defence,2,2,1361.255
5488,160.0,G-13,4,4,1089.004
5489,158.0,Soan Garden,6,7,2450.259
5490,38.0,DHA Defence,2,2,1361.255
5491,69.5,DHA Defence,4,3,2178.008
5492,32.0,DHA Defence,2,2,1361.255
5495,1750.0,F-8,10,9,70785.0
5496,260.0,Naval Anchorage,6,6,38659.642
5497,145.0,G-13,4,4,11979.043999999998
5501,190.0,PWD Housing Scheme,6,5,3267.012
5502,220.0,PWD Housing Scheme,8,7,3267.012
5503,420.0,DHA Defence,8,7,5445.0
5504,220.0,PWD Housing Scheme,7,7,3267.012
5505,50.0,Marwa Town,3,2,1361.255
5506,400.0,DHA Defence,7,6,5445.0
5507,138.0,Naval Anchorage,5,5,1361.255
5508,48.0,Bhara kahu,3,5,1361.255
5548,170.0,F-17,6,6,2178.008
5549,325.0,Bahria Town,5,5,2722.51
5550,1150.0,I-8,10,8,65340.0
5551,95.0,B-17,3,3,15246.056
5553,170.0,Pakistan Town,8,5,2722.51
5554,88.0,Pakistan Town,3,2,1905.757
5555,475.0,DHA Defence,6,6,5445.0
5557,160.0,D-17,5,5,47643.925
5558,175.0,Bahria Town,6,5,2178.008
5559,100.0,Shaheen Town,6,6,2994.7609999999995
5560,280.0,G-13,6,4,1905.757
5561,535.0,DHA Defence,6,5,5445.0
5562,490.0,DHA Defence,8,6,5445.0
5563,68.0,DHA Defence,3,3,2178.008
5564,198.0,Soan Garden,4,4,5445.0
5565,88.0,Soan Garden,2,2,1633.506
5566,111.0,Pakistan Town,3,3,2722.51
5567,170.0,Pakistan Town,6,6,2722.51
5569,75.0,Koral Chowk,3,3,1633.506
5570,250.0,I-14,4,4,23141.335
5571,32.0,Burma Town,2,3,816.7529999999999
5604,72.0,Madina Town,3,3,1361.255
5605,50.0,Ghauri Town,2,3,1089.004
5606,125.0,Ghauri Town,6,4,1633.506
5607,276.0,I-10,5,8,25319.343
5608,35.0,Bhara kahu,3,3,1361.255
5609,185.0,DHA Defence,4,3,2994.7609999999995
5610,175.0,Pakistan Town,6,6,3267.012
5611,575.0,E-11,6,5,38659.642
5612,120.0,Korang Town,4,4,1633.506
5614,165.0,I-9,4,6,1633.506
5800,45.0,Al Huda Town,3,3,1089.004
5801,150.0,G-14,4,4,11979.043999999998
5803,1200.0,F-11,10,10,10890.0
5804,56.5,Ghauri Town,2,2,1361.255
5806,150.0,H-11,4,5,1361.255
5816,194.0,DHA Defence,4,5,1361.255
5817,63.0,FECHS,3,3,1905.757
5818,90.0,E-18,3,4,33759.124
5819,825.0,F-11,8,7,70785.0
5820,70.0,Ghauri Town,3,2,1361.255
5821,105.0,Ghauri Town,5,4,1361.255
5822,105.0,Ghauri Town,3,2,1905.757
5823,450.0,DHA Defence,7,7,5445.0
5824,140.0,G-14,4,4,1089.004
5825,260.0,Bahria Town,6,6,2722.51
5827,175.0,FECHS,6,7,1905.757
5828,590.0,F-11,6,6,4356.016
5829,320.0,D-12,6,6,1905.757
5833,340.0,Bani Gala,6,6,5445.0
5847,275.0,Bahria Town,6,5,2994.7609999999995
5848,275.0,Bahria Town,6,5,2994.7609999999995
5849,800.0,Bani Gala,7,6,10890.0
5851,60.0,Chatha Bakhtawar,3,2,1361.255
5852,535.0,DHA Defence,5,5,5445.0
5853,286.0,G-13,6,5,2178.008
5854,525.0,G-6,4,6,28858.606
5855,25.0,Tarnol,3,3,1361.255
5857,215.0,G-9,4,6,1361.255
5858,180.0,G-9,4,4,18240.817
5859,250.0,G-13,6,5,2178.008
5861,165.0,I-10,4,4,18240.817
5886,225.0,E-11,5,5,1905.757
5887,235.0,I-14,7,7,23141.335
5888,750.0,F-11,6,5,5445.0
5889,230.0,Pakistan Town,7,7,5445.0
5900,900.0,F-11,6,6,5445.0
5902,290.0,Bahria Town,6,5,2722.51
5903,500.0,E-11,6,6,4356.016
5904,145.0,Bahria Town,4,3,1361.255
5905,190.0,G-9,3,4,1633.506
5906,400.0,G-13,7,7,38659.642
5907,185.0,I-14,4,4,18240.817
5909,65.0,Garden Town,4,4,1089.004
5910,280.0,Fateh Jang Road,6,5,2722.51
5911,21.0,Bhara kahu,2,2,816.7529999999999
5912,120.0,Korang Town,6,5,1633.506
5913,150.0,Faisal Town - F-18,4,4,2178.008
5914,120.0,I-10,3,3,1361.255
5915,490.0,DHA Defence,6,6,5445.0
5916,100.0,Pakistan Town,4,4,1361.255
5938,60.0,Bhara kahu,5,6,1089.004
5940,190.0,CBR Town,4,4,38659.642
5941,1400.0,F-10,8,8,114345.0
5942,138.0,Soan Garden,5,5,18240.817
5943,119.0,Soan Garden,4,4,1905.757
5945,210.0,Bahria Town,5,5,2722.51
5946,210.0,Bahria Town,5,5,2722.51
5948,460.0,DHA Defence,5,5,5445.0
5949,44.8,Ghauri Town,2,2,816.7529999999999
5953,1000.0,F-10,6,5,70785.0
5954,140.0,Bani Gala,6,6,2178.008
5955,100.0,Ghauri Town,4,4,1361.255
5956,120.0,Ghauri Town,5,5,1905.757
5957,122.0,I-14,6,5,14429.302999999998
5958,66.5,Shaheen Town,2,2,1361.255
5959,105.0,Taramrri,5,5,1361.255
5961,65.0,Thanda Pani,3,2,1633.506
5962,190.0,I-10,3,4,1633.506
5963,1200.0,F-6,5,5,87120.0
5965,42.0,Jhang Syedan,3,3,1361.255
5967,595.0,Bahria Town,8,7,5445.0
5969,250.0,Bahria Town,5,4,2722.51
5970,1600.0,G-6,6,6,130680.0
5995,34.5,DHA Defence,2,2,1361.255
5996,78.0,DHA Defence,3,3,2178.008
5997,40.0,DHA Defence,2,2,1361.255
5999,145.0,PWD Housing Scheme,6,5,25319.343
6000,1500.0,F-10,8,8,70785.0
6001,180.0,PWD Housing Scheme,7,5,2722.51
6002,370.0,Naval Anchorage,6,6,5445.0
6003,265.0,G-13,6,5,2178.008
6004,34.0,DHA Defence,2,2,1361.255
6005,34.0,DHA Defence,2,2,1361.255
6006,500.0,E-11,6,6,4356.016
6007,120.0,Soan Garden,5,5,1905.757
6008,85.0,Bani Gala,4,4,1361.255
6009,55.0,Jhangi Syedan,2,3,1361.255
6012,300.0,Green Avenue,6,6,2722.51
6013,150.0,Green Avenue,4,4,1361.255
6015,82.0,Motorway Chowk,6,6,1361.255
6017,925.0,F-11,6,6,5445.0
6018,225.0,E-11,5,5,1905.757
6019,440.0,DHA Defence,5,5,5445.0
6022,335.0,Bani Gala,5,5,10890.0
6025,1200.0,I-8,6,8,5445.0
6026,27.0,Partal Town,3,3,816.7529999999999
6028,85.0,Police Foundation Housing Society,3,2,1905.757
6030,48.0,Ghauri Town,3,3,1361.255
6056,150.0,Ghauri Town,6,6,1905.757
6057,235.0,E-11,2,2,2178.008
6058,725.0,F-10,5,4,5445.0
6062,37.0,Burma Town,2,2,816.7529999999999
6063,185.0,DHA Defence,4,3,2994.7609999999995
6065,72.5,DHA Defence,3,3,2178.008
6067,385.0,G-9,4,5,38387.391
6068,145.0,CBR Town,7,6,2178.008
6069,1400.0,F-11,10,11,87120.0
6071,260.0,G-13,7,5,2178.008
6073,832.0,I-8,6,6,38659.642
6074,140.0,Soan Garden,5,5,1633.506
6076,280.0,DHA Defence,5,5,2722.51
6077,65.0,Bani Gala,4,3,1361.255
6078,130.0,Atomic Energy Employee Society,6,9,1905.757
6080,445.0,DHA Defence,5,5,5445.0
6082,550.0,Bhara kahu,6,6,21780.0
6083,1150.0,F-10,8,8,10890.0
6084,80.0,Ghauri Town,4,3,1361.255
6085,650.0,F-11,6,5,5445.0
6086,135.0,Naval Anchorage,5,5,1361.255
6087,35.0,DHA Defence,2,2,1361.255
6088,480.0,I-8,6,6,33759.124
6089,145.0,I-10,3,3,18240.817
6090,140.0,Bahria Town,3,3,1361.255
6091,72.0,Ghauri Town,3,2,1361.255
6092,560.0,I-8,6,6,38659.642
6109,135.0,G-14,4,4,1089.004
6110,370.0,G-11,4,4,1905.757
6111,265.0,G-11,4,4,1905.757
6112,80.0,Soan Garden,5,5,18240.817
6113,325.0,G-11,4,4,1905.757
6114,70.0,DHA Defence,3,3,2178.008
6115,52.0,Arsalan Town,3,3,1361.255
6116,48.0,Tarnol,5,5,1361.255
6117,175.0,DHA Defence,4,3,2994.7609999999995
6118,320.0,DHA Defence,7,5,2994.7609999999995
6120,210.0,DHA Defence,5,3,2994.7609999999995
6121,103.0,Soan Garden,4,4,2722.51
6122,250.0,DHA Defence,5,3,4628.267
6123,130.0,Shaheen Town,5,6,4628.267
6124,245.0,Bahria Town,6,5,2722.51
6125,320.0,DHA Defence,5,3,5445.0
6126,250.0,Bahria Town,6,5,2722.51
6127,190.0,I-10,4,4,1633.506
6128,160.0,G-13,5,4,1089.004
6130,1000.0,F-7,5,5,81675.0
6143,2000.0,F-6,5,5,5445.0
6144,285.0,DHA Defence,4,4,2722.51
6145,1800.0,E-7,5,4,103455.0
6146,140.0,Bahria Town,4,3,1361.255
6147,68.0,Ghauri Town,4,3,816.7529999999999
6148,62.0,H-15,3,2,14973.804999999998
6149,1300.0,F-10,6,6,5445.0
6150,365.0,DHA Defence,6,5,3811.514
6151,415.0,G-13,6,9,2994.7609999999995
6152,98.0,Ghauri Town,6,4,1361.255
6153,950.0,I-8,6,8,5445.0
6154,900.0,F-8,5,4,5445.0
6155,120.0,B-17,4,4,1089.004
6156,85.0,Bani Gala,4,4,1361.255
6157,825.0,F-11,6,6,70785.0
6158,75.0,DHA Defence,3,3,2178.008
6160,230.0,Soan Garden,6,6,38659.642
6161,170.0,Soan Garden,7,6,2722.51
6162,100.0,I-14,5,5,1361.255
6188,27.0,Tarlai,2,3,816.7529999999999
6189,150.0,B-17,4,5,2178.008
6191,66.0,Bhara kahu,6,6,1361.255
6192,1350.0,F-10,8,7,10890.0
6193,90.0,FECHS,2,2,2178.008
6194,230.0,Islamabad - Murree Expressway,6,9,81675.0
6196,315.0,Bahria Town,6,6,2722.51
6197,190.0,Soan Garden,6,4,2722.51
6198,190.0,Soan Garden,6,4,2994.7609999999995
6200,550.0,DHA Defence,6,5,5445.0
6201,525.0,DHA Defence,6,5,5445.0
6205,460.0,E-11,6,5,2722.51
6206,290.0,Soan Garden,4,6,4356.016
6207,65.0,Kashmir Highway,5,4,12251.294999999998
6208,260.0,G-11,6,6,1905.757
6210,83.0,Ghauri Town,5,4,1089.004
6211,145.0,CBR Town,7,6,1905.757
6212,1150.0,F-8,3,3,65340.0
6213,85.0,Ghauri Town,6,7,1089.004
6231,900.0,F-7,5,5,5445.0
6232,450.0,DHA Defence,6,5,5445.0
6233,450.0,DHA Defence,6,5,5445.0
6234,460.0,DHA Defence,6,5,5445.0
6235,130.0,H-13,5,6,1633.506
6236,54.8,DHA Defence,4,3,2178.008
6238,225.0,I-10,5,5,1361.255
6240,470.0,DHA Defence,7,6,5445.0
6245,1085.0,F-11,10,8,70785.0
6246,500.0,G-11,5,6,38659.642
6247,800.0,E-11,10,9,5445.0
6248,170.0,G-10,2,3,1361.255
6249,285.0,E-11,4,4,18240.817
6275,265.0,DHA Defence,4,4,2722.51
6277,60.0,Bhara kahu,3,2,1633.506
6278,185.0,D-12,5,4,1361.255
6279,670.0,F-11,7,6,5445.0
6280,900.0,F-8,5,5,5445.0
6283,240.0,Bahria Town,6,5,2722.51
6284,210.0,Bahria Town,6,5,2722.51
6285,360.0,G-13,7,7,2722.51
6286,435.0,I-8,5,6,38659.642
6287,800.0,E-11,7,6,5445.0
6289,350.0,G-13,8,7,2722.51
6290,101.0,Naval Anchorage,4,4,1361.255
6291,258.0,G-13,7,6,1905.757
6292,95.0,Jhangi Syedan,7,6,1633.506
6293,52.0,Ghauri Town,3,2,1089.004
6295,30.0,Sohan Valley,2,2,816.7529999999999
6297,26.0,DHA Defence,2,2,1361.255
6298,740.0,F-10,6,6,59895.0
6300,950.0,F-10,5,5,5445.0
6303,250.0,Bahria Town,6,5,2722.51
6304,80.0,DHA Defence,3,3,2178.008
6305,145.0,I-10,3,3,18240.817
6306,270.0,Rawal Town,5,7,29675.359
6348,185.0,DHA Defence,4,3,2994.7609999999995
6350,350.0,E-11,7,6,2178.008
6351,325.0,E-11,6,5,2178.008
6352,425.0,E-11,7,7,2722.51
6354,40.0,Koral Chowk,3,2,1361.255
6355,355.0,G-9,6,6,29675.359
6356,175.0,DHA Defence,5,4,2178.008
6357,3000.0,F-7,10,11,114345.0
6358,425.0,Bani Gala,5,6,59895.0
6360,550.0,G-9,6,6,3267.012
6362,150.0,Green Avenue,5,4,15246.056
6363,1400.0,F-10,10,8,114345.0
6364,1400.0,F-10,10,8,114345.0
6365,275.0,9th Avenue,4,4,1905.757
6366,425.0,9th Avenue,5,5,3267.012
6367,500.0,DHA Defence,5,5,5445.0
6370,350.0,Rawal Town,6,6,2722.51
6371,115.0,Ghauri Town,6,6,1361.255
6372,120.0,Ghauri Town,6,6,1633.506
6373,450.0,E-11,5,5,2722.51
6375,75.0,Swan Garden,3,3,1361.255
6376,157.0,G-13,5,4,11979.043999999998
6377,600.0,DHA Defence,7,7,5445.0
6378,480.0,DHA Defence,6,6,5445.0
6379,160.0,D-12,5,5,13340.299
6380,400.0,Bhara kahu,6,9,76230.0
6381,48.5,Ghauri Town,2,3,816.7529999999999
6382,678.0,I-8,6,5,5445.0
6383,80.0,Shaheen Town,5,6,1361.255
6384,110.0,Korang Town,5,4,1633.506
6387,165.0,G-11,3,3,15246.056
6410,145.0,G-11,4,3,11979.043999999998
6411,325.0,G-13,4,4,29675.359
6412,90.0,Ghauri Town,6,6,1361.255
6413,140.0,G-14,5,4,1089.004
6414,220.0,G-15,7,6,29130.857
6415,450.0,G-15,8,7,5445.0
6416,750.0,F-10,7,6,59895.0
6417,970.0,F-10,7,7,81675.0
6418,300.0,DHA Defence,6,6,5445.0
6419,220.0,DHA Defence,3,3,3267.012
6420,455.0,DHA Defence,6,6,5445.0
6421,755.0,F-7,6,5,5445.0
6424,155.0,G-13,4,4,1089.004
6425,160.0,G-13,4,4,1089.004
6426,155.0,G-13,5,4,1089.004
6427,130.0,G-13,4,4,1089.004
6428,152.0,G-13,4,4,1089.004
6430,68.0,H-13,4,3,1361.255
6431,160.0,G-13,5,4,1089.004
6432,235.0,Zaraj Housing Scheme,4,4,2722.51
6433,200.0,DHA Defence,4,4,2178.008
6435,140.0,B-17,4,4,1905.757
6436,235.0,Bhara kahu,5,8,2178.008
6437,150.0,Green Avenue,5,5,1361.255
6439,260.0,Rawal Town,6,8,2722.51
6440,55.0,Shaheen Town,3,2,1361.255
6446,47.0,C-19,2,2,1361.255
6447,110.0,Kuri Road,4,3,2178.008
6448,125.0,G-11,2,4,816.7529999999999
6449,145.0,Bahria Town,3,4,1633.506
6450,180.0,Bani Gala,6,6,53905.698
6452,280.0,G-13,6,5,2178.008
6453,145.0,Simly Dam Road,4,4,65340.0
6454,525.0,DHA Defence,6,6,5445.0
6455,130.0,Ghauri Town,6,6,1905.757
6456,130.0,Ghauri Town,6,6,1905.757
6485,270.0,Park View City,4,4,2722.51
6488,95.0,Soan Garden,2,2,17968.566
6489,68.0,Ghauri Town,3,2,1361.255
6490,105.0,Ghauri Town,5,4,1361.255
6491,80.0,Jhangi Syedan,5,6,1361.255
6492,157.0,G-13,5,4,11979.043999999998
6493,255.0,G-15,6,6,38659.642
6494,170.0,Faisal Town - F-18,7,9,1905.757
6495,135.0,G-13,5,5,1089.004
6496,140.0,G-13,5,5,1089.004
6497,130.0,G-13,5,5,1089.004
6498,160.0,G-13,5,5,1089.004
6499,480.0,DHA Defence,7,5,5445.0
6500,450.0,DHA Defence,7,6,5445.0
6501,255.0,G-13,7,6,1905.757
6502,45.0,Ali Pur,3,2,1361.255
6503,155.0,G-13,5,5,1089.004
6504,155.0,G-13,5,5,1089.004
6505,400.0,G-13,7,7,2722.51
6506,375.0,G-13,7,7,2722.51
6507,370.0,G-11,7,7,1905.757
6508,155.0,F-10,3,4,1089.004
6509,800.0,F-10,5,5,59895.0
6511,55.0,Bhara kahu,4,5,816.7529999999999
6513,149.0,CBR Town,4,5,2178.008
6514,1650.0,F-10,8,8,114345.0
6515,160.0,Green Avenue,4,4,1361.255
6516,115.0,PWD Housing Scheme,5,5,18240.817
6517,1165.0,F-10,6,7,5445.0
6547,450.0,DHA Defence,7,6,5445.0
6548,490.0,DHA Defence,7,5,5445.0
6549,425.0,G-9,6,6,3267.012
6551,78.0,Shaheen Town,5,5,1361.255
6554,415.0,G-9,6,6,38659.642
6556,125.0,Ghauri Town,5,5,1633.506
6557,170.0,Soan Garden,4,3,5445.0
6558,130.0,Soan Garden,4,4,1633.506
6559,76.0,Pindorian,6,4,1361.255
6563,535.0,DHA Defence,6,5,5445.0
6565,95.0,Ghauri Town,5,4,1361.255
6566,450.0,G-9,6,6,3267.012
6567,225.0,Kuri Road,5,4,3811.514
6568,180.0,Soan Garden,6,5,2722.51
6570,124.0,Ghauri Town,7,5,1633.506
6571,77.0,Ghauri Town,3,3,1361.255
6572,900.0,F-10,6,6,65340.0
6573,850.0,F-10,6,6,70785.0
6574,90.0,Ghauri Town,5,5,1633.506
6575,130.0,Bhara kahu,7,11,2722.51
6596,28.0,Qutbal Town,4,6,1361.255
6597,850.0,E-11,8,8,5445.0
6598,253.0,E-11,7,4,18240.817
6599,65.0,Gulshan-e-Khudadad,7,5,1361.255
6600,135.0,Bahria Town,3,3,1361.255
6603,800.0,F-6,4,4,59895.0
6605,1900.0,F-8,9,7,70785.0
6610,45.0,Bhara kahu,3,3,1905.757
6613,145.0,F-17,4,4,1905.757
6615,145.0,I-10,3,3,18240.817
6616,85.0,Garden Town,4,6,1089.004
6618,85.0,Ghauri Town,6,4,1361.255
6662,25.0,Lehtarar Road,2,3,816.7529999999999
6664,385.0,DHA Defence,7,7,5445.0
6665,130.0,D-17,6,4,18785.319
6666,97.0,Ghauri Town,6,5,1361.255
6667,550.0,F-11,7,6,4900.518
6668,525.0,Bahria Town,6,6,5445.0
6669,250.0,Bahria Town,6,6,3267.012
6670,80.0,Garden Town,6,6,1361.255
6671,1050.0,Naval Anchorage,10,9,10890.0
6672,150.0,Ghauri Town,6,6,1905.757
6673,317.0,G-13,6,6,29675.359
6674,135.0,G-11,3,3,11979.043999999998
6676,160.0,PWD Housing Scheme,6,6,2722.51
6677,550.0,D-12,6,6,3811.514
6679,260.0,G-13,6,5,2178.008
6680,105.0,Ghauri Town,6,4,1361.255
6681,185.0,G-11,3,3,1361.255
6682,78.0,Ghauri Town,3,3,1361.255
6683,78.0,Ghauri Town,3,3,1361.255
6684,155.0,Ghauri Town,6,6,1905.757
6685,110.0,Ghauri Town,5,4,1361.255
6687,85.0,Ghauri Town,3,3,1361.255
6689,83.0,Ghauri Town,3,3,1361.255
6690,150.0,D-17,5,4,2722.51
6691,95.0,Ghauri Town,5,4,1361.255
6692,95.0,Ghauri Town,5,4,1361.255
6693,80.0,Ghauri Town,5,4,1361.255
6694,120.0,Ghauri Town,5,4,1361.255
6695,120.0,Ghauri Town,5,4,1361.255
6696,40.0,Ghauri Town,2,2,816.7529999999999
6697,55.0,Ghauri Town,3,2,1361.255
6698,70.0,Ghauri Town,3,2,1361.255
6699,110.0,Ghauri Town,5,4,1361.255
6700,62.0,Ghauri Town,3,2,1089.004
6701,130.0,Ghauri Town,6,6,1361.255
6702,95.0,Ghauri Town,3,2,1905.757
6703,150.0,Ghauri Town,6,6,1905.757
6704,150.0,Ghauri Town,6,6,1905.757
6728,75.0,Ghauri Town,3,3,1089.004
6729,65.0,Ghauri Town,3,3,816.7529999999999
6730,295.0,G-11,5,5,25319.343
6731,62.0,Ghauri Town,3,2,1361.255
6732,45.0,Frash Town,3,3,816.7529999999999
6733,95.0,Royal City,4,4,1361.255
6735,25.0,Royal City,2,2,816.7529999999999
6736,52.0,Ghauri Town,2,2,1089.004
6737,350.0,E-11,4,4,2178.008
6738,200.0,Soan Garden,5,4,3811.514
6739,155.0,Soan Garden,6,6,27497.351
6740,145.0,Soan Garden,6,4,2178.008
6741,130.0,Soan Garden,6,5,18785.319
6742,125.0,Soan Garden,4,4,18785.319
6743,175.0,Soan Garden,6,6,27497.351
6744,500.0,I-8,5,5,38659.642
6748,800.0,F-6,5,5,53088.94499999999
6749,1400.0,F-8,5,5,98010.0
6750,155.0,Ghauri Town,6,7,1905.757
6751,160.0,Gulberg,4,4,1905.757
6754,400.0,DHA Defence,5,5,5445.0
6755,475.0,DHA Defence,6,6,5445.0
6757,95.0,Phulgran,1,2,816.7529999999999
6762,200.0,Bahria Town,5,5,2178.008
6764,1450.0,F-11,8,6,70785.0
6765,1000.0,F-11,10,10,5445.0
6766,750.0,F-11,6,5,4900.518
6767,31.0,Jagiot Road,2,2,816.7529999999999
6768,80.0,H-13,5,4,1361.255
6769,150.0,F-17,5,8,2722.51
6790,1200.0,F-10,7,7,10890.0
6791,150.0,National Police Foundation,6,5,32942.371
6792,185.0,G-9,3,3,1361.255
6793,95.0,Ghauri Town,4,4,1361.255
6794,155.0,Soan Garden,6,5,2450.259
6796,115.0,Ghauri Town,6,8,1633.506
6798,175.0,Bani Gala,4,4,28314.104
6799,120.0,PWD Housing Scheme,3,2,2722.51
6800,85.0,Bhara kahu,2,3,1361.255
6801,84.0,Sohan Valley,3,4,1089.004
6803,335.0,G-13,8,6,29675.359
6804,160.0,D-17,4,4,2178.008
6805,175.0,D-17,4,4,2178.008
